2042,Сапожникова Анна Сергеевна,собрание избирателей по месту работы
2042,Бондаренко Алла Анатольевна,собрание избирателей по месту работы
2042,Белоус Валентин Борисович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2042,Гражданко Олеся Александровна,собрание избирателей по месту работы
2042,Гусева Анна Сергеевна,собрание избирателей по месту работы
2042,Ермилова Зинаида Петровна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2042,Зайцева Галина Валерьевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2042,Кармаза Ирина Николаевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2042,Ковалева Арина Демидовна,собрание избирателей по месту работы
2042,Кулебякина Оксана Владимировна,собрание избирателей по месту работы
2042,Курилова Анастасия Алексеевна,собрание избирателей по месту работы
2042,Парахина Юлия Сергеевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2042,Пономарева Светлана Викторовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2042,Шуличенко Инна Миратовна,собрание избирателей по месту работы
2042,Шумейко Мария Александровна,собрание избирателей по месту работы
2043,Кавинская Наталья Владимировна,собрание избирателей по месту работы
2043,Свирская Галина Васильевна,собрание избирателей по месту работы
2043,Ковалёва Оксана Николаевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2043,Бережная Елена Ивановна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2043,Грабина Татьяна Юрьевна,собрание избирателей по месту работы
2043,Гуртовая Анжелика Анатольевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2043,Децына Ирина Игоревна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2043,Куриленко Антон Вадимович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2043,Курильченко Ольга Игоревна,собрание избирателей по месту работы
2043,Леденева Татьяна Ивановна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2043,Плющ Ирина Михайловна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2043,Спивакова Наталья Эрнстовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2043,Умрихина Ирина Александровна,собрание избирателей по месту работы
2043,Черная Тамара Григорьевна,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2043,Шульга Ольга Алексеевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2043,Шульмина Елена Евгеньевна,собрание избирателей по месту работы
2044,Якубовская Валентина Павловна,собрание избирателей по месту работы
2044,Шовгенова Нуриет Гумеровна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2044,Галуцкая Лидия Васильевна,собрание избирателей по месту работы
2044,Азарова Елена Викторовна,собрание избирателей по месту работы
2044,Айсанова Ирина Васильевна,собрание избирателей по месту работы
2044,Баева Мария Александровна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2044,Василенко Елена Васильевна,собрание избирателей по месту работы
2044,Волынчук Елена Наумовна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2044,Гайдадина Татьяна Петровна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2044,Дунаева Анжелика Ивановна,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2044,Кондратенко Максим Владимирович,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2044,Миканадзе Валентина Владимировна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2044,Пиюк Светлана Анатольевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2044,Сайкина Наталья Александровна,собрание избирателей по месту работы
2044,Свиткевич Александра Николаевна,собрание избирателей по месту работы
2044,Худовердов Антон Владимирович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2045,Маркова Ирина Анатольевна,собрание избирателей по месту работы
2045,Агейкина Елена Валерьевна,собрание избирателей по месту работы
2045,Бойко Галина Сергеевна,собрание избирателей по месту работы
2045,Бондарь Виктор Васильевич,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2045,Геворкян Анна Георгиевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2045,Гильзов Дмитрий Валерьевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2045,Коротких Ирина Гавриловна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2045,Крутчинская Жанна Евгеньевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2045,Махнычева Оксана Романовна,собрание избирателей по месту работы
2045,Морозова Татьяна Михайловна,собрание избирателей по месту работы
2045,Обруч Екатерина Васильевна,собрание избирателей по месту работы
2045,Подставкина Наталья Вячеславовна,собрание избирателей по месту работы
2045,Пономарев Александр Иванович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2045,Стаценко Ирина Николаевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2045,Шешукова Лариса Геннадьевна,собрание избирателей по месту работы
2045,Шмалий Светлана Петровна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2046,Аникеева Елена Викторовна,собрание избирателей по месту работы
2046,Карпенко Анжела Александровна,собрание избирателей по месту работы
2046,Малахова Ирина Викторовна,собрание избирателей по месту работы
2046,Боташ Ирина Николаевна,собрание избирателей по месту работы
2046,Букаренко Наталья Николаевна,собрание избирателей по месту работы
2046,Крюкова Людмила Викторовна,собрание избирателей по месту работы
2046,Кузьменко Наталья Николаевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2046,Курилова Тамара Владимировна,собрание избирателей по месту работы
2046,Макарова Нелли Юрьевна,собрание избирателей по месту работы
2046,Маклюк Марина Ивановна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2046,Малолетова Ирина Ивановна,собрание избирателей по месту работы
2046,Налетова Анастасия Сергеевна,собрание избирателей по месту работы
2046,Першин Николай Ильич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2046,Соловьева Юлия Владимировна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2046,Тимошенко Елена Владимировна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2046,Ханина Зоя Алексеевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2047,Тупикова Светлана Анатольевна,собрание избирателей по месту работы
2047,Изместьева Елена Геннадьевна,собрание избирателей по месту работы
2047,Павелко Елена Ивановна,собрание избирателей по месту работы
2047,Анохина Евгения Викторовна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2047,Безнос Сергей Александрович,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2047,Брезгина Ольга Эдуардовна,собрание избирателей по месту работы
2047,Волченко Борис Владимирович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2047,Воронова Елена Владимировна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2047,Гаценко Евгений Михайлович,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2047,Изместьева Екатерина Сергеевна,собрание избирателей по месту работы
2047,Кислицына Диана Филипповна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2047,Коломиец Александр Владимирович,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2047,Кривоносова Юлия Николаевна,собрание избирателей по месту работы
2047,Нагли Борис Михайлович,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2047,Требухова Ирина Васильевна,собрание избирателей по месту работы
2047,Фабиано Любовь Ивановна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2048,Овечкина Светлана Дмитриевна,собрание избирателей по месту работы
2048,Шкуратова Татьяна Владимировна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2048,Карпенко Светлана Васильевна,собрание избирателей по месту работы
2048,Дрюмов Виталий Пантелеевич,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2048,Дубровина Надежда Викторовна,собрание избирателей по месту работы
2048,Казанджан Светлана Игоревна,собрание избирателей по месту работы
2048,Кантемирова Татьяна Геннадьевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2048,Комирняя Ирина Леонидовна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2048,Лунтовская Ольга Сергеевна,собрание избирателей по месту работы
2048,Лутай Павел Олегович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2048,Моисеева Виктория Викторовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2048,Пелих Александра Петровна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2048,Сидорова Анна Игоревна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2048,Тищенко Татьяна Александровна,собрание избирателей по месту работы
2048,Чубова Эльвира Евгеньевна,собрание избирателей по месту работы
2048,Яговцева Ирина Георгиевна,собрание избирателей по месту работы
2049,Ботвиновская Алла Григорьевна,собрание избирателей по месту работы
2049,Романченко Наталия Викторовна,собрание избирателей по месту работы
2049,Пасько Наталья Васильевна,собрание избирателей по месту работы
2049,Дерновая Любовь Савельевна,собрание избирателей по месту работы
2049,Комарова Ирина Валерьевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2049,Кононова Елена Сергеевна,собрание избирателей по месту работы
2049,Котляр Светлана Юрьевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2049,Кочин Николай Николаевич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2049,Кузнецов Вадим Борисович,собрание избирателей по месту работы
2049,Лисовская Валерия Сергеевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2049,Мельник Михаил Валерьевич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2049,Новак Светлана Михайловна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2049,Онопрейко Елена Викторовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2049,Салех Наталия Николаевна,собрание избирателей по месту работы
2049,Силина Ирина Михайловна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2049,Шалимов Иван Валерьевич,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2050,Южакова Лариса Васильевна,собрание избирателей по месту работы
2050,Душа Евгения Васильевна,собрание избирателей по месту работы
2050,Бородина Ольга Ивановна,собрание избирателей по месту работы
2050,Аракелова Анна Гарниковна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2050,Богданова Каринэ Юрьевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2050,Боговский Анатолий Витальевич,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2050,Громакова Виктория Владимировна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2050,Княжева Тамара Николаевна,собрание избирателей по месту работы
2050,Мещерякова Елена Валерьевна,собрание избирателей по месту работы
2050,Мороз Алена Александровна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2050,Мхитарьян Анник Жирайровна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2050,Подставкина Надежда Витальевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2050,Попова Светлана Анатольевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2050,Продан Александра Александровна,собрание избирателей по месту работы
2050,Сенченко Олеся Игоревна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2050,Сушкова Светлана Сабировна,собрание избирателей по месту работы
2051,Добренко Светлана Ивановна,собрание избирателей по месту работы
2051,Аксенова Наталья Юрьевна,собрание избирателей по месту работы
2051,Мухина Марина Юрьевна,собрание избирателей по месту работы
2051,Багун Дарья Владимировна,собрание избирателей по месту работы
2051,Бирюкова Анна Юрьевна,собрание избирателей по месту работы
2051,Богданова Анна Алексеевна,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2051,Ворсина Алиса Викторовна,собрание избирателей по месту работы
2051,Дикалова Марина Валентиновна,собрание избирателей по месту работы
2051,Кочин Николай Николаевич,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2051,Куриленко Оксана Игоревна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2051,Лоншакова Елена Владимировна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2051,Науменко Наталья Владимировна,собрание избирателей по месту работы
2051,Рославцев Евгений Александрович,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2051,Савенко Татьяна Григорьевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2051,Такич Лариса Анатольевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2051,Тищенко Татьяна Ряшитовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2052,Ибрагимова Маргарита Дерениковна,собрание избирателей по месту работы
2052,Смадикова Олеся Александровна,собрание избирателей по месту работы
2052,Моисеева Марина Игорьевна,собрание избирателей по месту работы
2052,Булатова Оксана Валерьевна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2052,Гаврилова Катерина Александровна,собрание избирателей по месту работы
2052,Гиголаева Татьяна Георгиевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2052,Дьяконов Александр Эдуардович,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2052,Дьяконов Эдуард Леонидович,"Краснодарская краевая общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов"
2052,Дьяконова Маргарита Сергеевна,собрание избирателей по месту работы
2052,Красноруцкая Надежда Алексеевна,собрание избирателей по месту работы
2052,Кутакова Наталья Юрьевна,собрание избирателей по месту работы
2052,Некрасова Лариса Клавдиевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2052,Христенко Надежда Петровна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2052,Шендрик Татьяна Евгеньевна,"Региональное отделение в Краснодарском крае Политической партии ""Гражданская платформа"""
2052,Шеховцова Галина Вячеславовна,собрание избирателей по месту работы
2052,Шеховцова Людмила Вячеславовна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2053,Колесникова Тамара Сергеевна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2053,Шальнев Василий Владимирович,собрание избирателей по месту работы
2053,Мухоед Оксана Михайловна,собрание избирателей по месту работы
2053,Барилко Анна Григорьевна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2053,Бурляева Светлана Васильевна,собрание избирателей по месту работы
2053,Власенко Елена Сергеевна,собрание избирателей по месту работы
2053,Дробенко Наталья Ивановна,собрание избирателей по месту работы
2053,Ефремова Ольга Николаевна,собрание избирателей по месту работы
2053,Кальсина Вера Леонидовна,собрание избирателей по месту работы
2053,Ковалева Елена Владимировна,собрание избирателей по месту работы
2053,Писаренко Евгения Сергеевна,собрание избирателей по месту работы
2053,Сенченко Вера Павловна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2053,Удачина Алина Александровна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2053,Устименко Ирина Андреевна,собрание избирателей по месту работы
2053,Халимонова Ольга Викторовна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2053,Щадилова Анна Юрьевна,собрание избирателей по месту работы
2054,Дружаева Наталья Ивановна,собрание избирателей по месту работы
2054,Лазуренко Людмила Юрьевна,собрание избирателей по месту работы
2054,Мелькина Валентина Борисовна,собрание избирателей по месту работы
2054,Бородина Марина Викторовна,собрание избирателей по месту работы
2054,Васильчикова Людмила Анатольевна,собрание избирателей по месту работы
2054,Веретенникова Людмила Михайловна,собрание избирателей по месту работы
2054,Галкин Виктор Александрович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2054,Головко Зоя Владимировна,собрание избирателей по месту работы
2054,Голубева Светлана Михайловна,собрание избирателей по месту работы
2054,Дружаева Мария Геннадьевна,собрание избирателей по месту работы
2054,Дугинцова Марина Викторовна,собрание избирателей по месту работы
2054,Ейбоженко Людмила Борисовна,собрание избирателей по месту работы
2054,Ковалева Александра Владимировна,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2054,Сапрыкина Марина Егоровна,собрание избирателей по месту работы
2054,Чугина Татьяна Владимировна,собрание избирателей по месту работы
2054,Шеина Карина Викторовна,собрание избирателей по месту работы
2055,Родичева Инна Николаевна,собрание избирателей по месту работы
2055,Лебедь Марина Александровна,собрание избирателей по месту работы
2055,Радуль Елена Николаевна,собрание избирателей по месту работы
2055,Виниченко Надежда Владимировна,собрание избирателей по месту работы
2055,Грушина Анна Николаевна,собрание избирателей по месту работы
2055,Ларионов Константин Игоревич,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2055,Майорова Ольга Валерьевна,собрание избирателей по месту работы
2055,Переверзева Тамара Юрьевна,Краснодарское региональное отделение Политической партии ЛДПР - Либерально-демократической партии России
2055,Плотникова Дарья Юрьевна,собрание избирателей по месту работы
2055,Рублевская Людмила Сергеевна,"Региональное отделение Всероссийской политической партии ""Гражданская Сила"" в Краснодарском крае"
2055,Ряхин Александр Владимирович,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2055,Савченко Елена Алексеевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2055,Салтовец Татьяна Николаевна,собрание избирателей по месту работы
2055,Трубченинова Ольга Михайловна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2055,Черновская Ольга Викторовна,собрание избирателей по месту работы
2055,Шубина Алеся Петровна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""Партия пенсионеров России"""
2056,Хилько Галина Викторовна,собрание избирателей по месту работы
2056,Дмитриева Людмила Васильевна,собрание избирателей по месту работы
2056,Нетребко Ольга Ивановна,собрание избирателей по месту работы
2056,Богоявленская Мария Федоровна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
2056,Борзунова Галина Николаевна,собрание избирателей по месту работы
2056,Борисова Антонина Васильевна,собрание избирателей по месту работы
2056,Варнавская Ольга Сергеевна,собрание избирателей по месту работы
2056,Зацаринина Ирина Вадимовна,собрание избирателей по месту работы
2056,Карпоева Наталья Андреевна,"Общероссийская общественная организация  ""Российский Союз ветеранов Афганистана"""
2056,Малюхова Юлия Михайловна,собрание избирателей по месту работы
2056,Назаренко Светлана Васильевна,собрание избирателей по месту работы
2056,Райкова Майя Алексеевна,"Региональное отделение Политической партии ""Казачья партия Российской Федерации"" в Краснодарском крае"
2056,Садоян Зорик Торникович,"Краснодарское местное отделение Краснодарского регионального отделения Всероссийской политической партии ""ЕДИНАЯ РОССИЯ"""
2056,Стененко Оксана Ивановна,собрание избирателей по месту работы
2056,Тригуб Татьяна Петровна,"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в Краснодарском крае"
2056,Ярошевич Ольга Геннадьевна,"Краснодарское краевое отделение политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""
2057,Землякова Ирина Викторовна,собрание избирателей по месту работы
2057,Присяжнюк Екатерина Юрьевна,собрание избирателей по месту работы
2057,Турищева Оксана Николаевна,"Региональное отделение в Краснодарском крае Всероссийской политической партии ""ПАРТИЯ РОСТА"""
